human_ensembl,species,species_gene_id,source
ENSG00000165617,Mus musculus,ENSMUSG00000044548,babelgene
ENSG00000164488,Mus musculus,ENSMUSG00000048826,babelgene
ENSG00000197380,Mus musculus,ENSMUSG00000078794,babelgene
ENSG00000129562,Mus musculus,ENSMUSG00000022174,babelgene
ENSG00000173402,Mus musculus,ENSMUSG00000039952,babelgene
ENSG00000134780,Mus musculus,ENSMUSG00000035735,babelgene
ENSG00000164535,Mus musculus,ENSMUSG00000039206,babelgene
ENSG00000178149,Mus musculus,ENSMUSG00000019039,babelgene
ENSG00000226950,Mus musculus,ENSMUSG00000106943,babelgene
ENSG00000179284,Mus musculus,ENSMUSG00000053226,babelgene
ENSG00000110887,Mus musculus,ENSMUSG00000042096,babelgene
ENSG00000112977,Mus musculus,ENSMUSG00000039168,babelgene
ENSG00000132676,Mus musculus,ENSMUSG00000068921,babelgene
ENSG00000196730,Mus musculus,ENSMUSG00000021559,babelgene
ENSG00000035664,Mus musculus,ENSMUSG00000032380,babelgene
ENSG00000167657,Mus musculus,ENSMUSG00000034974,babelgene
ENSG00000163331,Mus musculus,ENSMUSG00000026989,babelgene
ENSG00000070190,Mus musculus,ENSMUSG00000028159,babelgene
ENSG00000115866,Mus musculus,ENSMUSG00000026356,babelgene
ENSG00000117593,Mus musculus,ENSMUSG00000026709,babelgene
ENSG00000123977,Mus musculus,ENSMUSG00000053161,babelgene
ENSG00000204209,Mus musculus,ENSMUSG00000002307,babelgene
ENSG00000071626,Mus musculus,ENSMUSG00000069565,babelgene
ENSG00000183283,Mus musculus,ENSMUSG00000000346,babelgene
ENSG00000092345,Mus musculus,ENSMUSG00000010592,babelgene
ENSG00000006634,Mus musculus,ENSMUSG00000002297,babelgene
ENSG00000123454,Mus musculus,ENSMUSG00000000889,babelgene
ENSG00000155368,Mus musculus,ENSMUSG00000026385,babelgene
ENSG00000113758,Mus musculus,ENSMUSG00000034675,babelgene
ENSG00000003249,Mus musculus,ENSMUSG00000031970,babelgene
ENSG00000244274,Mus musculus,ENSMUSG00000017734,babelgene
ENSG00000136279,Mus musculus,ENSMUSG00000020476,babelgene
ENSG00000105516,Mus musculus,ENSMUSG00000059824,babelgene
ENSG00000138231,Mus musculus,ENSMUSG00000032469,babelgene
ENSG00000137992,Mus musculus,ENSMUSG00000000340,babelgene
ENSG00000109851,Mus musculus,ENSMUSG00000030507,babelgene
ENSG00000185610,Mus musculus,ENSMUSG00000045608,babelgene
ENSG00000145041,Mus musculus,ENSMUSG00000040325,babelgene
ENSG00000122741,Mus musculus,ENSMUSG00000035572,babelgene
ENSG00000100897,Mus musculus,ENSMUSG00000022214,babelgene
ENSG00000198876,Mus musculus,ENSMUSG00000028436,babelgene
ENSG00000198889,Mus musculus,ENSMUSG00000045284,babelgene
ENSG00000198354,Mus musculus,ENSMUSG00000050926,babelgene
ENSG00000164934,Mus musculus,ENSMUSG00000022300,babelgene
ENSG00000132017,Mus musculus,ENSMUSG00000037103,babelgene
ENSG00000115827,Mus musculus,ENSMUSG00000041966,babelgene
ENSG00000119599,Mus musculus,ENSMUSG00000021222,babelgene
ENSG00000182308,Mus musculus,ENSMUSG00000021222,babelgene
ENSG00000176566,Mus musculus,ENSMUSG00000021222,babelgene
ENSG00000139990,Mus musculus,ENSMUSG00000049106,babelgene
ENSG00000143164,Mus musculus,ENSMUSG00000026571,babelgene
ENSG00000136485,Mus musculus,ENSMUSG00000049354,babelgene
ENSG00000132716,Mus musculus,ENSMUSG00000026554,babelgene
ENSG00000226372,Mus musculus,ENSMUSG00000035395,babelgene
ENSG00000189186,Mus musculus,ENSMUSG00000035395,babelgene
ENSG00000172992,Mus musculus,ENSMUSG00000020935,babelgene
ENSG00000164465,Mus musculus,ENSMUSG00000019891,babelgene
ENSG00000057019,Mus musculus,ENSMUSG00000035107,babelgene
ENSG00000187323,Mus musculus,ENSMUSG00000060534,babelgene
ENSG00000146038,Mus musculus,ENSMUSG00000035910,babelgene
ENSG00000222046,Mus musculus,ENSMUSG00000078552,babelgene
ENSG00000214866,Mus musculus,ENSMUSG00000020633,babelgene
ENSG00000166341,Mus musculus,ENSMUSG00000036862,babelgene
ENSG00000197410,Mus musculus,ENSMUSG00000102692,babelgene
ENSG00000156136,Mus musculus,ENSMUSG00000029366,babelgene
ENSG00000133083,Mus musculus,ENSMUSG00000027797,babelgene
ENSG00000170390,Mus musculus,ENSMUSG00000028078,babelgene
ENSG00000163673,Mus musculus,ENSMUSG00000032500,babelgene
ENSG00000198924,Mus musculus,ENSMUSG00000025077,babelgene
ENSG00000118655,Mus musculus,ENSMUSG00000027845,babelgene
ENSG00000152457,Mus musculus,ENSMUSG00000026648,babelgene
ENSG00000011465,Mus musculus,ENSMUSG00000019929,babelgene
ENSG00000272886,Mus musculus,ENSMUSG00000021962,babelgene
ENSG00000151065,Mus musculus,ENSMUSG00000041477,babelgene
ENSG00000172795,Mus musculus,ENSMUSG00000024472,babelgene
ENSG00000110063,Mus musculus,ENSMUSG00000032040,babelgene
ENSG00000163357,Mus musculus,ENSMUSG00000042672,babelgene
ENSG00000163354,Mus musculus,ENSMUSG00000109293,babelgene
ENSG00000164935,Mus musculus,ENSMUSG00000022303,babelgene
ENSG00000080166,Mus musculus,ENSMUSG00000022129,babelgene
ENSG00000129187,Mus musculus,ENSMUSG00000031562,babelgene
ENSG00000204843,Mus musculus,ENSMUSG00000031865,babelgene
ENSG00000175203,Mus musculus,ENSMUSG00000025410,babelgene
ENSG00000137100,Mus musculus,ENSMUSG00000028447,babelgene
ENSG00000132912,Mus musculus,ENSMUSG00000024603,babelgene
ENSG00000166847,Mus musculus,ENSMUSG00000030868,babelgene
ENSG00000104671,Mus musculus,ENSMUSG00000031516,babelgene
ENSG00000179958,Mus musculus,ENSMUSG00000042462,babelgene
ENSG00000043093,Mus musculus,ENSMUSG00000027708,babelgene
ENSG00000150401,Mus musculus,ENSMUSG00000038506,babelgene
ENSG00000188215,Mus musculus,ENSMUSG00000048787,babelgene
ENSG00000109184,Mus musculus,ENSMUSG00000051674,babelgene
ENSG00000137692,Mus musculus,ENSMUSG00000032002,babelgene
ENSG00000077279,Mus musculus,ENSMUSG00000031285,babelgene
ENSG00000169738,Mus musculus,ENSMUSG00000039450,babelgene
ENSG00000130311,Mus musculus,ENSMUSG00000074247,babelgene
ENSG00000153904,Mus musculus,ENSMUSG00000028194,babelgene
ENSG00000213722,Mus musculus,ENSMUSG00000007039,babelgene
ENSG00000167986,Mus musculus,ENSMUSG00000024740,babelgene
ENSG00000134574,Mus musculus,ENSMUSG00000002109,babelgene
ENSG00000132437,Mus musculus,ENSMUSG00000020182,babelgene
ENSG00000100523,Mus musculus,ENSMUSG00000037697,babelgene
ENSG00000085788,Mus musculus,ENSMUSG00000061313,babelgene
ENSG00000170967,Mus musculus,ENSMUSG00000047619,babelgene
ENSG00000197312,Mus musculus,ENSMUSG00000078515,babelgene
ENSG00000165490,Mus musculus,ENSMUSG00000030641,babelgene
ENSG00000175197,Mus musculus,ENSMUSG00000025408,babelgene
ENSG00000168209,Mus musculus,ENSMUSG00000020108,babelgene
ENSG00000145358,Mus musculus,ENSMUSG00000046818,babelgene
ENSG00000181418,Mus musculus,ENSMUSG00000059213,babelgene
ENSG00000203797,Mus musculus,ENSMUSG00000063428,babelgene
ENSG00000244038,Mus musculus,ENSMUSG00000028757,babelgene
ENSG00000204580,Mus musculus,ENSMUSG00000003534,babelgene
ENSG00000162733,Mus musculus,ENSMUSG00000026674,babelgene
ENSG00000198171,Mus musculus,ENSMUSG00000068290,babelgene
ENSG00000099977,Mus musculus,ENSMUSG00000001666,babelgene
ENSG00000099974,Mus musculus,ENSMUSG00000001666,babelgene
ENSG00000079785,Mus musculus,ENSMUSG00000037149,babelgene
ENSG00000178105,Mus musculus,ENSMUSG00000053289,babelgene
ENSG00000013573,Mus musculus,ENSMUSG00000035842,babelgene
ENSG00000214826,Mus musculus,ENSMUSG00000035842,babelgene
ENSG00000100201,Mus musculus,ENSMUSG00000055065,babelgene
ENSG00000088205,Mus musculus,ENSMUSG00000001674,babelgene
ENSG00000168872,Mus musculus,ENSMUSG00000015023,babelgene
ENSG00000157349,Mus musculus,ENSMUSG00000033658,babelgene
ENSG00000064703,Mus musculus,ENSMUSG00000027905,babelgene
ENSG00000165732,Mus musculus,ENSMUSG00000020075,babelgene
ENSG00000174243,Mus musculus,ENSMUSG00000003360,babelgene
ENSG00000089737,Mus musculus,ENSMUSG00000041645,babelgene
ENSG00000109832,Mus musculus,ENSMUSG00000032101,babelgene
ENSG00000124228,Mus musculus,ENSMUSG00000017999,babelgene
ENSG00000182810,Mus musculus,ENSMUSG00000045538,babelgene
ENSG00000125485,Mus musculus,ENSMUSG00000026806,babelgene
ENSG00000123136,Mus musculus,ENSMUSG00000005481,babelgene
ENSG00000198563,Mus musculus,ENSMUSG00000019432,babelgene
ENSG00000215301,Mus musculus,ENSMUSG00000000787,babelgene
ENSG00000067048,Mus musculus,ENSMUSG00000069045,babelgene
ENSG00000152670,Mus musculus,ENSMUSG00000021758,babelgene
ENSG00000183258,Mus musculus,ENSMUSG00000021494,babelgene
ENSG00000198231,Mus musculus,ENSMUSG00000020705,babelgene
ENSG00000080007,Mus musculus,ENSMUSG00000070291,babelgene
ENSG00000145833,Mus musculus,ENSMUSG00000021500,babelgene
ENSG00000213782,Mus musculus,ENSMUSG00000030204,babelgene
ENSG00000105671,Mus musculus,ENSMUSG00000057788,babelgene
ENSG00000108654,Mus musculus,ENSMUSG00000020719,babelgene
ENSG00000107625,Mus musculus,ENSMUSG00000020076,babelgene
ENSG00000185163,Mus musculus,ENSMUSG00000029504,babelgene
ENSG00000278053,Mus musculus,ENSMUSG00000020677,babelgene
ENSG00000184735,Mus musculus,ENSMUSG00000070291,babelgene
ENSG00000123064,Mus musculus,ENSMUSG00000029599,babelgene
ENSG00000111364,Mus musculus,ENSMUSG00000029389,babelgene
ENSG00000136271,Mus musculus,ENSMUSG00000004393,babelgene
ENSG00000118197,Mus musculus,ENSMUSG00000026404,babelgene
ENSG00000110367,Mus musculus,ENSMUSG00000032097,babelgene
ENSG00000137628,Mus musculus,ENSMUSG00000037921,babelgene
ENSG00000181381,Mus musculus,ENSMUSG00000037921,babelgene
ENSG00000177030,Mus musculus,ENSMUSG00000058886,babelgene
ENSG00000104325,Mus musculus,ENSMUSG00000028223,babelgene
ENSG00000242612,Mus musculus,ENSMUSG00000036775,babelgene
ENSG00000158796,Mus musculus,ENSMUSG00000013973,babelgene
ENSG00000160570,Mus musculus,ENSMUSG00000054499,babelgene
ENSG00000023892,Mus musculus,ENSMUSG00000002257,babelgene
ENSG00000140995,Mus musculus,ENSMUSG00000001482,babelgene
ENSG00000164816,Mus musculus,ENSMUSG00000074447,babelgene
ENSG00000164822,Mus musculus,ENSMUSG00000060208,babelgene
ENSG00000164822,Mus musculus,ENSMUSG00000074447,babelgene
ENSG00000164822,Mus musculus,ENSMUSG00000074443,babelgene
ENSG00000164822,Mus musculus,ENSMUSG00000074446,babelgene
ENSG00000164822,Mus musculus,ENSMUSG00000064213,babelgene
ENSG00000164822,Mus musculus,ENSMUSG00000074434,babelgene
ENSG00000164822,Mus musculus,ENSMUSG00000074442,babelgene
ENSG00000164822,Mus musculus,ENSMUSG00000094818,babelgene
ENSG00000164822,Mus musculus,ENSMUSG00000063206,babelgene
ENSG00000164822,Mus musculus,ENSMUSG00000058618,babelgene
ENSG00000164825,Mus musculus,ENSMUSG00000044748,babelgene
ENSG00000176797,Mus musculus,ENSMUSG00000046354,babelgene
ENSG00000177243,Mus musculus,ENSMUSG00000046354,babelgene
ENSG00000143753,Mus musculus,ENSMUSG00000038633,babelgene
ENSG00000168350,Mus musculus,ENSMUSG00000021263,babelgene
ENSG00000124795,Mus musculus,ENSMUSG00000021377,babelgene
ENSG00000081791,Mus musculus,ENSMUSG00000024442,babelgene
ENSG00000119979,Mus musculus,ENSMUSG00000024993,babelgene
ENSG00000221930,Mus musculus,ENSMUSG00000024993,babelgene
ENSG00000257093,Mus musculus,ENSMUSG00000037172,babelgene
ENSG00000119522,Mus musculus,ENSMUSG00000035392,babelgene
ENSG00000213047,Mus musculus,ENSMUSG00000056268,babelgene
ENSG00000205744,Mus musculus,ENSMUSG00000002668,babelgene
ENSG00000146966,Mus musculus,ENSMUSG00000038456,babelgene
ENSG00000166444,Mus musculus,ENSMUSG00000031024,babelgene
ENSG00000175984,Mus musculus,ENSMUSG00000007379,babelgene
ENSG00000162777,Mus musculus,ENSMUSG00000027901,babelgene
ENSG00000105339,Mus musculus,ENSMUSG00000036661,babelgene
ENSG00000174485,Mus musculus,ENSMUSG00000053641,babelgene
ENSG00000198837,Mus musculus,ENSMUSG00000042404,babelgene
ENSG00000137145,Mus musculus,ENSMUSG00000038024,babelgene
ENSG00000184014,Mus musculus,ENSMUSG00000035901,babelgene
ENSG00000170456,Mus musculus,ENSMUSG00000030313,babelgene
ENSG00000174839,Mus musculus,ENSMUSG00000040818,babelgene
ENSG00000205593,Mus musculus,ENSMUSG00000015377,babelgene
ENSG00000139726,Mus musculus,ENSMUSG00000023106,babelgene
ENSG00000024526,Mus musculus,ENSMUSG00000028175,babelgene
ENSG00000035499,Mus musculus,ENSMUSG00000021697,babelgene
ENSG00000100150,Mus musculus,ENSMUSG00000037426,babelgene
ENSG00000121690,Mus musculus,ENSMUSG00000027173,babelgene
ENSG00000165507,Mus musculus,ENSMUSG00000048489,babelgene
ENSG00000155792,Mus musculus,ENSMUSG00000022419,babelgene
ENSG00000023697,Mus musculus,ENSMUSG00000030225,babelgene
ENSG00000136986,Mus musculus,ENSMUSG00000022365,babelgene
ENSG00000072849,Mus musculus,ENSMUSG00000018442,babelgene
ENSG00000099958,Mus musculus,ENSMUSG00000009092,babelgene
ENSG00000286140,Mus musculus,ENSMUSG00000117748,babelgene
ENSG00000175084,Mus musculus,ENSMUSG00000026208,babelgene
ENSG00000100418,Mus musculus,ENSMUSG00000022472,babelgene
ENSG00000121644,Mus musculus,ENSMUSG00000026502,babelgene
ENSG00000140543,Mus musculus,ENSMUSG00000030610,babelgene
ENSG00000173867,Mus musculus,ENSMUSG00000030610,babelgene
ENSG00000173867,Mus musculus,ENSMUSG00000030610,babelgene
ENSG00000165325,Mus musculus,ENSMUSG00000039977,babelgene
ENSG00000182108,Mus musculus,ENSMUSG00000038055,babelgene
ENSG00000160049,Mus musculus,ENSMUSG00000028974,babelgene
ENSG00000169598,Mus musculus,ENSMUSG00000029027,babelgene
ENSG00000185000,Mus musculus,ENSMUSG00000022555,babelgene
ENSG00000062282,Mus musculus,ENSMUSG00000030747,babelgene
ENSG00000184210,Mus musculus,ENSMUSG00000067597,babelgene
ENSG00000070413,Mus musculus,ENSMUSG00000003166,babelgene
ENSG00000183628,Mus musculus,ENSMUSG00000003531,babelgene
ENSG00000128185,Mus musculus,ENSMUSG00000003531,babelgene
ENSG00000128191,Mus musculus,ENSMUSG00000022718,babelgene
ENSG00000065357,Mus musculus,ENSMUSG00000025357,babelgene
ENSG00000136267,Mus musculus,ENSMUSG00000036095,babelgene
ENSG00000077044,Mus musculus,ENSMUSG00000070738,babelgene
ENSG00000153933,Mus musculus,ENSMUSG00000000276,babelgene
ENSG00000058866,Mus musculus,ENSMUSG00000022861,babelgene
ENSG00000102780,Mus musculus,ENSMUSG00000034731,babelgene
ENSG00000157680,Mus musculus,ENSMUSG00000038665,babelgene
ENSG00000274588,Mus musculus,ENSMUSG00000062393,babelgene
ENSG00000145214,Mus musculus,ENSMUSG00000004815,babelgene
ENSG00000149091,Mus musculus,ENSMUSG00000040479,babelgene
ENSG00000133943,Mus musculus,ENSMUSG00000021185,babelgene
ENSG00000114956,Mus musculus,ENSMUSG00000014554,babelgene
ENSG00000116133,Mus musculus,ENSMUSG00000034926,babelgene
ENSG00000172893,Mus musculus,ENSMUSG00000058454,babelgene
ENSG00000117682,Mus musculus,ENSMUSG00000012117,babelgene
ENSG00000104808,Mus musculus,ENSMUSG00000011382,babelgene
ENSG00000228716,Mus musculus,ENSMUSG00000021707,babelgene
ENSG00000178700,Mus musculus,ENSMUSG00000021707,babelgene
ENSG00000139549,Mus musculus,ENSMUSG00000023000,babelgene
ENSG00000102967,Mus musculus,ENSMUSG00000031730,babelgene
ENSG00000095059,Mus musculus,ENSMUSG00000060038,babelgene
ENSG00000157379,Mus musculus,ENSMUSG00000002332,babelgene
ENSG00000278535,Mus musculus,ENSMUSG00000034449,babelgene
ENSG00000167536,Mus musculus,ENSMUSG00000020834,babelgene
ENSG00000100867,Mus musculus,ENSMUSG00000022209,babelgene
ENSG00000162496,Mus musculus,ENSMUSG00000066026,babelgene
ENSG00000157326,Mus musculus,ENSMUSG00000022210,babelgene
ENSG00000187630,Mus musculus,ENSMUSG00000022210,babelgene
ENSG00000100612,Mus musculus,ENSMUSG00000021094,babelgene
ENSG00000109016,Mus musculus,ENSMUSG00000042569,babelgene
ENSG00000184544,Mus musculus,ENSMUSG00000033044,babelgene
ENSG00000073737,Mus musculus,ENSMUSG00000027068,babelgene
ENSG00000169084,Mus musculus,"",babelgene
ENSG00000181192,Mus musculus,ENSMUSG00000025815,babelgene
ENSG00000109606,Mus musculus,ENSMUSG00000029169,babelgene
ENSG00000204560,Mus musculus,ENSMUSG00000024422,babelgene
ENSG00000067248,Mus musculus,ENSMUSG00000042426,babelgene
ENSG00000132153,Mus musculus,ENSMUSG00000032480,babelgene
ENSG00000089876,Mus musculus,ENSMUSG00000030986,babelgene
ENSG00000005100,Mus musculus,ENSMUSG00000040620,babelgene
ENSG00000134815,Mus musculus,ENSMUSG00000006019,babelgene
ENSG00000101452,Mus musculus,ENSMUSG00000027655,babelgene
ENSG00000174953,Mus musculus,ENSMUSG00000027770,babelgene
ENSG00000150990,Mus musculus,ENSMUSG00000029480,babelgene
ENSG00000140829,Mus musculus,ENSMUSG00000037993,babelgene
ENSG00000108406,Mus musculus,ENSMUSG00000018425,babelgene
ENSG00000163214,Mus musculus,ENSMUSG00000035051,babelgene
ENSG00000108771,Mus musculus,ENSMUSG00000017830,babelgene
ENSG00000067596,Mus musculus,ENSMUSG00000034931,babelgene
ENSG00000135829,Mus musculus,ENSMUSG00000042699,babelgene
ENSG00000184047,Mus musculus,ENSMUSG00000029433,babelgene
ENSG00000131504,Mus musculus,ENSMUSG00000024456,babelgene
ENSG00000147202,Mus musculus,ENSMUSG00000034480,babelgene
ENSG00000139734,Mus musculus,ENSMUSG00000022021,babelgene
ENSG00000100697,Mus musculus,ENSMUSG00000041415,babelgene
ENSG00000101191,Mus musculus,ENSMUSG00000038914,babelgene
ENSG00000086189,Mus musculus,ENSMUSG00000021692,babelgene
ENSG00000211452,Mus musculus,ENSMUSG00000034785,babelgene
ENSG00000211448,Mus musculus,ENSMUSG00000007682,babelgene
ENSG00000197406,Mus musculus,ENSMUSG00000075707,babelgene
ENSG00000258498,Mus musculus,ENSMUSG00000113581,babelgene
ENSG00000160305,Mus musculus,ENSMUSG00000020231,babelgene
ENSG00000066084,Mus musculus,ENSMUSG00000023026,babelgene
ENSG00000151240,Mus musculus,ENSMUSG00000048264,babelgene
ENSG00000154511,Mus musculus,ENSMUSG00000029270,babelgene
ENSG00000165716,Mus musculus,ENSMUSG00000036186,babelgene
ENSG00000187773,Mus musculus,ENSMUSG00000047992,babelgene
ENSG00000181744,Mus musculus,ENSMUSG00000045414,babelgene
ENSG00000147113,Mus musculus,ENSMUSG00000037358,babelgene
ENSG00000176490,Mus musculus,ENSMUSG00000043670,babelgene
ENSG00000165023,Mus musculus,ENSMUSG00000047842,babelgene
ENSG00000083520,Mus musculus,ENSMUSG00000033166,babelgene
ENSG00000166938,Mus musculus,ENSMUSG00000032396,babelgene
ENSG00000144535,Mus musculus,ENSMUSG00000053333,babelgene
ENSG00000162946,Mus musculus,ENSMUSG00000043051,babelgene
ENSG00000154309,Mus musculus,ENSMUSG00000030768,babelgene
ENSG00000140323,Mus musculus,ENSMUSG00000040035,babelgene
ENSG00000204624,Mus musculus,ENSMUSG00000041544,babelgene
ENSG00000150764,Mus musculus,ENSMUSG00000032064,babelgene
ENSG00000130826,Mus musculus,ENSMUSG00000031403,babelgene
ENSG00000107984,Mus musculus,ENSMUSG00000024868,babelgene
ENSG00000155011,Mus musculus,ENSMUSG00000028031,babelgene
ENSG00000050165,Mus musculus,ENSMUSG00000030772,babelgene
ENSG00000104371,Mus musculus,ENSMUSG00000031535,babelgene
ENSG00000104901,Mus musculus,ENSMUSG00000030792,babelgene
ENSG00000150768,Mus musculus,ENSMUSG00000000168,babelgene
ENSG00000164741,Mus musculus,ENSMUSG00000031523,babelgene
ENSG00000091140,Mus musculus,ENSMUSG00000020664,babelgene
ENSG00000008226,Mus musculus,ENSMUSG00000038060,babelgene
ENSG00000186047,Mus musculus,ENSMUSG00000048281,babelgene
ENSG00000075711,Mus musculus,ENSMUSG00000022770,babelgene
ENSG00000150672,Mus musculus,ENSMUSG00000052572,babelgene
ENSG00000082458,Mus musculus,ENSMUSG00000000881,babelgene
ENSG00000132535,Mus musculus,ENSMUSG00000020886,babelgene
ENSG00000151208,Mus musculus,ENSMUSG00000021782,babelgene
ENSG00000170579,Mus musculus,ENSMUSG00000003279,babelgene
ENSG00000198010,Mus musculus,ENSMUSG00000047495,babelgene
ENSG00000116544,Mus musculus,ENSMUSG00000042388,babelgene
ENSG00000080845,Mus musculus,ENSMUSG00000061689,babelgene
ENSG00000126787,Mus musculus,ENSMUSG00000037544,babelgene
ENSG00000185559,Mus musculus,ENSMUSG00000040856,babelgene
ENSG00000171462,Mus musculus,ENSMUSG00000047428,babelgene
ENSG00000198719,Mus musculus,ENSMUSG00000014773,babelgene
ENSG00000090932,Mus musculus,ENSMUSG00000003436,babelgene
ENSG00000128917,Mus musculus,ENSMUSG00000027314,babelgene
ENSG00000119689,Mus musculus,ENSMUSG00000004789,babelgene
ENSG00000144355,Mus musculus,ENSMUSG00000041911,babelgene
ENSG00000115844,Mus musculus,ENSMUSG00000023391,babelgene
ENSG00000064195,Mus musculus,ENSMUSG00000001510,babelgene
ENSG00000108813,Mus musculus,ENSMUSG00000020871,babelgene
ENSG00000105880,Mus musculus,ENSMUSG00000029755,babelgene
ENSG00000006377,Mus musculus,ENSMUSG00000029754,babelgene
ENSG00000137038,Mus musculus,ENSMUSG00000028398,babelgene
ENSG00000105341,Mus musculus,ENSMUSG00000057229,babelgene
ENSG00000125375,Mus musculus,ENSMUSG00000054894,babelgene
ENSG00000178028,Mus musculus,ENSMUSG00000009640,babelgene
ENSG00000187908,Mus musculus,ENSMUSG00000047517,babelgene
ENSG00000197587,Mus musculus,ENSMUSG00000028707,babelgene
ENSG00000100206,Mus musculus,ENSMUSG00000022429,babelgene
ENSG00000198947,Mus musculus,ENSMUSG00000045103,babelgene
ENSG00000132837,Mus musculus,ENSMUSG00000042102,babelgene
ENSG00000161249,Mus musculus,ENSMUSG00000060962,babelgene
ENSG00000152592,Mus musculus,ENSMUSG00000029307,babelgene
ENSG00000104936,Mus musculus,ENSMUSG00000030409,babelgene
ENSG00000137090,Mus musculus,ENSMUSG00000024837,babelgene
ENSG00000173253,Mus musculus,ENSMUSG00000048138,babelgene
