gene_id,symbol,og_id,human_ortholog
AT2G34925,CLE42,54896at2759,
AT2G34960,CAT5,3957436at2759,
AT2G34980,SETH1,4814530at2759,ENSG00000135845.10|ENSG00000135845.10
AT2G35040,,2637784at2759,ENSG00000138363.15|ENSG00000138363.15
AT2G35100,ARAD1,434009at2759,
AT2G35120,,4999882at2759,ENSG00000140905.11
AT2G35150,EXL7,2664514at2759,
AT2G35155,,718278at2759,
AT2G35190,ATNPSN11|NPSN11|NSPN11,756161at2759,
AT2G35200,,236951at2759,
AT2G35210,AGD10|MEE28|RPA,4309134at2759,ENSG00000084070.12|ENSG00000149182.15|ENSG00000242247.11|ENSG00000101199.13|ENSG00000084070.12|ENSG00000149182.15|ENSG00000101199.13|ENSG00000242247.11
AT2G35240,MORF6,630280at2759,
AT2G35270,AHL21|GIK,205217at2759,
AT2G35290,SAUR79,273219at2759,
AT2G35300,AtLEA4-2|LEA18|LEA4-2,514719at2759,
AT2G35310,REM23,278353at2759,
AT2G35320,ATEYA|EYA,4787128at2759,ENSG00000158161.16|ENSG00000112319.21|ENSG00000104313.20|ENSG00000064655.19|ENSG00000112319.21|ENSG00000104313.20|ENSG00000064655.19
AT2G35350,PLL1,659835at2759,
AT2G35370,GDCH,4999882at2759,ENSG00000140905.11
AT2G35390,,1307068at2759,ENSG00000229937;ENSG00000229937.9|ENSG00000101911.13|ENSG00000147224.13|ENSG00000147224.13|ENSG00000101911.13
AT2G35410,CP33B,778872at2759,
AT2G35470,,191901at2759,
AT2G35490,FBN2,807207at2759,
AT2G35510,SRO1,4699434at2759,
AT2G35520,DAD2,4919695at2759,ENSG00000129562.11|ENSG00000129562.11
AT2G35530,AtbZIP16|bZIP16,658519at2759,
AT2G35540,,410806at2759,
AT2G35585,,262707at2759,
AT2G35600,ATBRXL1|BRXL1,225436at2759,
AT2G35605,SWIB6,4755090at2759,
AT2G35612,,254311at2759,
AT2G35630,GEM1|MOR1,4781754at2759,ENSG00000175216.15|ENSG00000175216.15
AT2G35635,RUB2|UBQ7,4985510at2759,
AT2G35640,,650359at2759,
AT2G35680,PTPMT1,4976991at2759,ENSG00000110536.14;ENSG00000285206.2|ENSG00000110536.14;ENSG00000285206.2
AT2G35733,,349691at2759,
AT2G35736,,506230at2759,
AT2G35780,scpl26,4805980at2759,
AT2G35790,,763284at2759,
AT2G35795,PAM18-1,4972322at2759,ENSG00000205981.9|ENSG00000205981.9|ENSG00000120675.6
AT2G35840,,255945at2759,
AT2G35850,,174032at2759,
AT2G35890,CPK25,295441at2759,
AT2G35920,,5016879at2759,
AT2G35930,AtPUB23|PUB23,672148at2759,
AT2G35960,NHL12,304887at2759,
AT2G35980,ATNHL10|NHL10|YLS9,87280at2759,
AT2G35990,LOG2,5004212at2759,
AT2G36000,EMB3114|mTERF|SL1,191499at2759,
AT2G36020,HVA22J,3417912at2759,
AT2G36030,,345769at2759,
AT2G36050,ATOFP15|OFP15,688122at2759,
AT2G36060,MMZ3|UEV1C,540956at2759,ENSG00000169139.12|ENSG00000244687.13|ENSG00000169139.12
AT2G36080,ABS2|NGAL1,254479at2759,
AT2G36090,,649336at2759,
AT2G36100,CASP1,678179at2759,
AT2G36110,,168967at2759,
AT2G36130,Cyclophilin,4916573at2759,ENSG00000240344.10|ENSG00000240344.10
AT2G36145,,625542at2759,
AT2G36160,uS11z,322451at2759,
AT2G36200,,5019158at2759,ENSG00000138160.7|ENSG00000138160.7
AT2G36230,APG10|HISN3,4836843at2759,
AT2G36250,ATFTSZ2-1|FTSZ2-1,792232at2759,
AT2G36310,NSH1|URH1,3158431at2759,
AT2G36320,,191578at2759,
AT2G36340,GPL3,329595at2759,
AT2G36355,,506814at2759,
AT2G36380,ABCG34|AtABCG34|ATPDR6|PDR6,623441at2759,
AT2G36390,BE3|SBE2.1,4999301at2759,ENSG00000114480.13|ENSG00000114480.13
AT2G36400,AtGRF3|GRF3,242098at2759,
AT2G36410,,506814at2759,
AT2G36420,TRM27,338986at2759,
AT2G36430,,724037at2759,
AT2G36460,FBA6,5001608at2759,
AT2G36500,,703809at2759,
AT2G36530,ENO2|LOS2,4999290at2759,ENSG00000111674.9|ENSG00000108515;ENSG00000108515.18|ENSG00000074800.16|ENSG00000074800.16|ENSG00000111674.9|ENSG00000108515.18
AT2G36580,,294132at2759,
AT2G36610,ATHB22|HB22,543738at2759,
AT2G36620,eL24z|RPL24A,5015401at2759,ENSG00000114391.14|ENSG00000114391.14
AT2G36660,PAB7,693645at2759,
AT2G36670,,5018207at2759,
AT2G36680,,668934at2759,
AT2G36690,GAS2|GIM2,215576at2759,
AT2G36730,,34026at2759,
AT2G36740,ATSWC2|SWC2,805758at2759,
AT2G36770,,169360at2759,
AT2G36780,,169360at2759,
AT2G36800,DOGT1|UGT73C5,169360at2759,
AT2G36810,SGR6,4605568at2759,ENSG00000226807.7|ENSG00000171495.17|ENSG00000185038.15|ENSG00000179832.18|ENSG00000171495.17|ENSG00000179832.18
AT2G36835,,421177at2759,
AT2G36840,ACR10,802825at2759,
AT2G36850,ATGSL08|ATGSL8|CHOR|ET2|GSL08|GSL8|MAS,954229at2759,
AT2G36854,,256387at2759,
AT2G36870,AtXTH32|XTH32,612680at2759,
AT2G36880,MAT3,268428at2759,
AT2G36885,,746138at2759,
AT2G36890,ATMYB38|BIT1|MYB38|RAX2,661723at2759,
AT2G36895,,307636at2759,
AT2G36900,ATMEMB11|MEMB11,4991005at2759,ENSG00000108433.17|ENSG00000108433.17
AT2G36920,,347483at2759,
AT2G37000,,546637at2759,
AT2G37020,,4999743at2759,ENSG00000211460.12|ENSG00000211460.12
AT2G37040,ATPAL1|PAL1,2679804at2759,
AT2G37060,NF-YB8,106653at2759,ENSG00000120837.8|ENSG00000120837.8
AT2G37090,IRX9,228768at2759,
AT2G37100,,693815at2759,
AT2G37110,,466594at2759,
AT2G37130,,640662at2759,
AT2G37160,,5016725at2759,
AT2G37180,PIP2;3|PIP2C|RD28,4819616at2759,
AT2G37190,uL11z,5000072at2759,
AT2G37195,,658572at2759,
AT2G37200,CASPL5A1,203738at2759,
AT2G37210,LOG3,5004212at2759,
AT2G37220,CP29B|SEBF,231389at2759,
AT2G37240,,546862at2759,
AT2G37250,ADK|ATPADK1,620210at2759,
AT2G37260,ATWRKY44|DSL1|TTG2|WRKY44,652810at2759,
AT2G37270,ATRPS5B|RPS5B|uS7z,5012523at2759,ENSG00000083845.9|ENSG00000083845.9
AT2G37290,,5018399at2759,
AT2G37310,,291069at2759,
AT2G37320,,584406at2759,
AT2G37330,ALS3,4844791at2759,
AT2G37360,ABCG2,647743at2759,
AT2G37400,,671334at2759,
AT2G37430,ZAT11,4765882at2759,ENSG00000166478.10|ENSG00000065029.15|ENSG00000179965.12|ENSG00000169957.10|ENSG00000065029.15|ENSG00000166478.10|ENSG00000169957.10
AT2G37440,,769829at2759,
AT2G37470,HTB5,4685703at2759,
AT2G37510,,231957at2759,
AT2G37530,,685921at2759,
AT2G37550,AGD7|ASP1,4309134at2759,ENSG00000084070.12|ENSG00000149182.15|ENSG00000242247.11|ENSG00000101199.13|ENSG00000084070.12|ENSG00000149182.15|ENSG00000101199.13|ENSG00000242247.11
AT2G37570,SLT1,516481at2759,
AT2G37580,ATL33,498155at2759,
AT2G37630,AS1|ATMYB91|ATPHAN|LL2|MYB91,769638at2759,
AT2G37640,ATEXP3|ATEXPA3|ATHEXP|EXP3|EXPA3,1873865at2759,
AT2G37670,,81292at2759,
AT2G37678,FHY1|FRY1|PAT3,661545at2759,
AT2G37680,,4998907at2759,
AT2G37700,,148064at2759,
AT2G37710,LecRK-IV.1|RLK,174347at2759,
AT2G37750,,608899at2759,
AT2G37760,AKR4C8,2547374at2759,
AT2G37770,AKR4C9|ChlAKR,2547374at2759,
AT2G37790,AKR4C10,2547374at2759,
AT2G37805,,620437at2759,
AT2G37820,,620437at2759,
AT2G37840,ATG1c,802740at2759,
AT2G37870,,654837at2759,
AT2G37880,,661775at2759,
AT2G37890,,4747719at2759,ENSG00000122912.15|ENSG00000181035.14|ENSG00000122912.15|ENSG00000181035.14
AT2G37900,,627237at2759,ENSG00000110446.12|ENSG00000139370.12|ENSG00000110446.12
AT2G37920,emb1513,418421at2759,
AT2G37925,COPT4,673878at2759,
AT2G37930,,343889at2759,
AT2G37940,AtIPCS2|ERH1,4893567at2759,
AT2G37960,,670644at2759,
AT2G37975,,4809612at2759,
AT2G37990,ARRS1,5005174at2759,ENSG00000179041.4|ENSG00000179041.4
AT2G38000,,466172at2759,
AT2G38010,AtNCER2,4811767at2759,ENSG00000188611.17|ENSG00000188611.17
AT2G38020,EMB258|MAN|VCL1|VPS16,4841424at2759,ENSG00000215305.10|ENSG00000215305.10
AT2G38040,CAC3,785812at2759,
AT2G38050,ATDET2|DET2|DWF6,711524at2759,
AT2G38070,OPL2,677954at2759,
AT2G38080,ATLMCO4|IRX12|LAC4|LMCO4,4495752at2759,
AT2G38090,,67358at2759,
AT2G38120,AtAUX1|AUX1|MAP1|PIR1|WAV5,747217at2759,
AT2G38170,ATCAX1|CAX1|RCI4,4841326at2759,
AT2G38180,,760392at2759,
AT2G38230,ATPDX1.1|PDX1.1,723221at2759,
AT2G38250,,3471790at2759,
AT2G38280,ATAMPD|FAC1,4821863at2759,ENSG00000133805.16|ENSG00000116337;ENSG00000116337.20|ENSG00000116748.22|ENSG00000116337.20|ENSG00000116748.22|ENSG00000133805.16
AT2G38300,MYS1,86445at2759,
AT2G38310,AtPYL4|PYL4|RCAR10,605010at2759,
AT2G38340,DREB19,241081at2759,
AT2G38350,,257846at2759,
AT2G38360,PRA1.B4,752753at2759,
AT2G38380,,640662at2759,
AT2G38400,AGT3,3285775at2759,ENSG00000164089.9|ENSG00000175309.15|ENSG00000164089.9|ENSG00000113492.14
AT2G38460,ATIREG1|FPN1|IREG1,4816955at2759,
AT2G38465,,508651at2759,
AT2G38490,CIPK22|SnRK3.19,266465at2759,
AT2G38500,,237839at2759,
AT2G38510,,792539at2759,
AT2G38530,AtLtpI-5|cdf3|LP2|LTP2,201197at2759,
AT2G38610,KH9,5000869at2759,
AT2G38640,,637706at2759,
AT2G38670,PECT1,543718at2759,ENSG00000161217.12|ENSG00000102230.14|ENSG00000185813.11|ENSG00000161217.12|ENSG00000183979.8|ENSG00000102230.14
AT2G38700,AtMDD1|ATMVD1|MDD1|MVD1,594248at2759,ENSG00000167508.12
AT2G38710,,5024333at2759,ENSG00000144233.12|ENSG00000101935.13|ENSG00000144233.12|ENSG00000101935.13
AT2G38730,,4817050at2759,ENSG00000171960.12|ENSG00000166794.6|ENSG00000108179.14|ENSG00000168938.6|ENSG00000171960.12|ENSG00000168938.6|ENSG00000108179.14|ENSG00000166794.6
AT2G38740,Sgpp,5002350at2759,ENSG00000135002.12|ENSG00000130021.15|ENSG00000135002.12
AT2G38810,H2A.Z|HTA8,4999396at2759,ENSG00000105968.19|ENSG00000246705.5|ENSG00000164032.12|ENSG00000184260.6|ENSG00000184270.6|ENSG00000188486.4|ENSG00000164508.6|ENSG00000184270.6|ENSG00000184260.6|ENSG00000164032.12|ENSG00000164508.6|ENSG00000105968.19|ENSG00000246705.5
AT2G38823,,310456at2759,
AT2G38830,,4686463at2759,ENSG00000074319.13|ENSG00000074319.13
AT2G38860,DJ-1e|DJ1E|YLS5,784619at2759,
AT2G38870,,127341at2759,
AT2G38880,ATHAP3|ATNF-YB1|HAP3|HAP3A|NF-YB1,106653at2759,ENSG00000120837.8|ENSG00000120837.8
AT2G38940,ATPT2|PHT1;4,4820964at2759,
AT2G38970,,40443at2759,
AT2G39000,AtNAA70|GNAT4,763261at2759,
AT2G39010,PIP2;6|PIP2E,264833at2759,
AT2G39030,NATA1,384603at2759,
AT2G39090,APC7|AtAPC7,2737033at2759,ENSG00000004897.12|ENSG00000196510.14|ENSG00000004897.12
AT2G39130,,4842190at2759,
AT2G39140,PDE328|RSUA1|SVR1,4988030at2759,
AT2G39170,,656076at2759,
AT2G39180,ATCRR2|CCR2,29353at2759,
AT2G39190,ATATH8,767469at2759,
AT2G39200,ATMLO12|MLO12,648971at2759,
AT2G39260,UPF2,2604778at2759,ENSG00000151461.20|ENSG00000151461.20
AT2G39270,,620210at2759,
AT2G39290,PGP1|PGPS1|PGS1,790864at2759,ENSG00000088766.12|ENSG00000088766.12
AT2G39300,,228299at2759,
AT2G39350,ABCG1|WBC1,647743at2759,
AT2G39390,uL29y,2740410at2759,ENSG00000136942.15|ENSG00000136942.15
AT2G39400,MAGL6,584709at2759,
AT2G39410,MAGL7,584709at2759,
AT2G39420,MAGL8,584709at2759,
AT2G39440,,216670at2759,
AT2G39445,,4908819at2759,ENSG00000185808.14|ENSG00000185808.14
AT2G39450,ATMTP11|MTP11,5001763at2759,
AT2G39460,ATRPL23A|RPL23A|RPL23A1|RPL23AA|uL23z,193825at2759,
AT2G39490,,121058at2759,
AT2G39500,,668842at2759,
AT2G39540,GASA8,314675at2759,
AT2G39550,ATGGT-IB|GGB|PGGT-I,5013721at2759,ENSG00000137955.16|ENSG00000137955.16
AT2G39630,,5001674at2759,ENSG00000120697.10|ENSG00000120697.10
AT2G39640,,262821at2759,
AT2G39660,BIK1,788495at2759,
AT2G39670,,762742at2759,
AT2G39690,,4839028at2759,
AT2G39700,ATEXP4|ATEXPA4|ATHEXP|EXPA4|XPA4,1873865at2759,
AT2G39705,DVL11|RTFL8,675422at2759,
AT2G39725,SDHAF1,4978215at2759,ENSG00000205138.4
AT2G39730,RCA,217917at2759,
AT2G39760,ATBPM3|BPM3,656718at2759,
AT2G39770,CYT1|EMB101|GMP1|SOZ1|VTC1,4653520at2759,ENSG00000173540.14|ENSG00000144591;ENSG00000144591.20|ENSG00000144591.20|ENSG00000173540.14
AT2G39780,RNS2,629215at2759,
AT2G39795,,790628at2759,
AT2G39800,ATP5CS|P5CS1,4808232at2759,ENSG00000059573.9|ENSG00000059573.9
AT2G39805,,589281at2759,
AT2G39810,ESD6|HOS1,617319at2759,
AT2G39830,DAR2|LRD3,4858592at2759,
AT2G39840,TOPP4,135702at2759,
AT2G39880,AtMYB25|MYB25,614757at2759,
AT2G39890,ATPROT1|PROT1,785990at2759,
AT2G39900,WLIM2a,5014239at2759,
AT2G39920,,300015at2759,
AT2G39940,COI1,2242at2759,
AT2G39950,,641768at2759,
AT2G39970,APEM3|PMP38|PXN,5014404at2759,ENSG00000100372.15|ENSG00000100372.15
AT2G39980,,604603at2759,
AT2G40070,BPP1,343542at2759,
AT2G40080,ELF4,88210at2759,
AT2G40100,LHCB4.3|LHCB8,785704at2759,
AT2G40170,ATEM6|EM6|GEA6,752687at2759,
AT2G40230,,475090at2759,
AT2G40240,,222737at2759,
AT2G40250,,381908at2759,
AT2G40290,,539632at2759,ENSG00000134001.15|ENSG00000134001.15
AT2G40330,PYL6|RCAR9,290328at2759,
AT2G40340,AtERF48|DREB2C,231133at2759,
AT2G40380,PRA1.B2,339942at2759,
AT2G40410,AtCaN2|CAN2,622602at2759,
AT2G40460,,627237at2759,ENSG00000110446.12|ENSG00000139370.12|ENSG00000110446.12
AT2G40470,ASL11|LBD15,679408at2759,
AT2G40475,ASG8,685579at2759,
AT2G40510,eS26z,5012544at2759,
AT2G40540,ATKT2|ATKUP2|KT2|KUP2|SHY3|TRK2,591574at2759,
AT2G40550,ETG1,4971716at2759,ENSG00000197771.13|ENSG00000197771.13
AT2G40610,ATEXP8|ATEXPA8|ATHEXP|EXP8|EXPA8,1873865at2759,
AT2G40650,PRP38,4837066at2759,ENSG00000134748.13|ENSG00000134748.13
AT2G40690,GLY1|SFD1,2909341at2759,ENSG00000167588.13|ENSG00000152642.11|ENSG00000152642.11|ENSG00000167588.13
AT2G40730,CTEXP,5016081at2759,ENSG00000142186.18|ENSG00000142186.18
AT2G40780,,5017317at2759,
AT2G40790,ATCXXS2|CXXS2,300973at2759,
AT2G40800,AtTIM21L-1,656843at2759,
AT2G40815,,344945at2759,
AT2G40820,,635184at2759,
AT2G40880,ATCYSA|CYSA|FL3-27,148261at2759,
AT2G40890,CYP98A3|REF8,202899at2759,
AT2G40900,UMAMIT11,323704at2759,
AT2G40925,,261129at2759,
AT2G40930,ATUBP5|PDE323|UBP5,2480569at2759,
AT2G40935,,518902at2759,
AT2G40940,ERS|ERS1,752132at2759,
AT2G40970,MYBC1,189299at2759,
AT2G41000,,4932650at2759,ENSG00000126698.11;ENSG00000285317.2|ENSG00000025796.14|ENSG00000179407.4|ENSG00000126698.11;ENSG00000285317.2|ENSG00000179407.4|ENSG00000025796.14
AT2G41010,ATCAMBP25|CAMBP25,655180at2759,
AT2G41040,,5001032at2759,
AT2G41070,ATBZIP12|DPBF4|EEL,319436at2759,
AT2G41080,,188395at2759,
AT2G41082,,348168at2759,
AT2G41100,ATCAL4|CML12|TCH3,271622at2759,
AT2G41120,,669559at2759,
AT2G41130,bHLH106|STC8,679692at2759,
AT2G41140,ATCBK3|ATCRK1|CRK1,787554at2759,
AT2G41180,SIB2,684446at2759,
AT2G41200,,654945at2759,
AT2G41230,ARL2|OSR1,345539at2759,
AT2G41240,BHLH100,269528at2759,
AT2G41280,ATM10|M10,358387at2759,
AT2G41310,ARR8|ATRR3|RR3,809774at2759,
AT2G41330,,791727at2759,
AT2G41340,RPB5D,29202at2759,ENSG00000099817.12|ENSG00000099817.12
AT2G41350,AtAUG1|AUG1|EMB2819,99462at2759,
AT2G41360,,310214at2759,
AT2G41380,,748857at2759,
AT2G41430,CID1|ERD15|LSR1,187185at2759,
AT2G41440,,342372at2759,
AT2G41500,AtPRP4|AtSAP60|EMB2776|LIS|PRP4,5015742at2759,ENSG00000136875.13|ENSG00000136875.13
AT2G41505,,339312at2759,
AT2G41540,GPDHC1,5009598at2759,
AT2G41600,,261632at2759,
AT2G41610,DICE1,657724at2759,
AT2G41630,AtTFIIB1|TFIIB|TFIIB1,1200726at2759,
AT2G41680,NTRC,638552at2759,
AT2G41790,,432133at2759,ENSG00000078618.23|ENSG00000119912.18|ENSG00000078618.23|ENSG00000119912.18
AT2G41840,uS5x,4973633at2759,
AT2G41940,ZFP8,216482at2759,
AT2G41945,RED1,490880at2759,
AT2G41950,,758696at2759,
AT2G41970,CARK4|MRI,717421at2759,
AT2G41980,SINAT1,617854at2759,
AT2G41990,CC3,660795at2759,
AT2G42030,MUSE2,312891at2759,
AT2G42060,,585918at2759,
AT2G42130,,665920at2759,
AT2G42210,ATOEP16-3|OEP16-3,227607at2759,
AT2G42220,,753150at2759,
AT2G42310,,2677566at2759,
AT2G42360,ATL41,320230at2759,
AT2G42490,CuAO-zeta,820515at2759,
AT2G42500,PP2A-3,412870at2759,ENSG00000113575.12|ENSG00000104695.13|ENSG00000119414.12|ENSG00000186298.12|ENSG00000213639.10;ENSG00000213639.11|ENSG00000172531.16|ENSG00000149923.14|ENSG00000213639.11|ENSG00000113575.12|ENSG00000104695.13|ENSG00000119414.12|ENSG00000172531.16|ENSG00000186298.12|ENSG00000149923.14
AT2G42520,RH37,5016609at2759,ENSG00000215301.11|ENSG00000215301.11
AT2G42530,COR15B,321973at2759,
AT2G42590,GF14|GRF14|GRF9,783301at2759,ENSG00000175793.12|ENSG00000164924.18|ENSG00000170027.7|ENSG00000166913.13|ENSG00000128245.15|ENSG00000134308.14|ENSG00000108953.17;ENSG00000274474.3|ENSG00000175793.12|ENSG00000134308.14|ENSG00000170027.7|ENSG00000164924.18|ENSG00000108953.17;ENSG00000274474.3|ENSG00000166913.13|ENSG00000128245.15
AT2G42610,LSH10,326892at2759,
AT2G42640,,274223at2759,
AT2G42680,ATMBF1A|MBF1A,4982966at2759,ENSG00000107223.13|ENSG00000107223.13
AT2G42690,AGAP1,748905at2759,
AT2G42700,MIP3|SLOH4,770423at2759,
AT2G42730,,268834at2759,
AT2G42740,RPL16A|uL5z,533061at2759,ENSG00000142676.14|ENSG00000142676.14
AT2G42750,DJC77,757803at2759,
AT2G42790,CSY3,5013338at2759,
AT2G42810,AtPP5|PAPP5|PP5,5004886at2759,ENSG00000011485.15|ENSG00000011485.15
AT2G42820,HVA22F,4923491at2759,ENSG00000168476.12|ENSG00000165476.14|ENSG00000168476.12|ENSG00000165476.14
AT2G42830,AGL5|SHP2,150826at2759,
AT2G42840,PDF1,690184at2759,
AT2G42850,CYP718,112462at2759,
AT2G42870,HLH1|PAR1,694284at2759,
AT2G42880,ATMPK20|MPK20,777528at2759,
AT2G42885,,257066at2759,
AT2G42890,AML2|ML2,270188at2759,
AT2G42900,,681666at2759,
AT2G42910,AtPRS4|PRS4,521709at2759,
AT2G42920,,614756at2759,
AT2G42940,AHL16|TEK,181534at2759,
AT2G42950,,636910at2759,
AT2G42960,,608201at2759,
AT2G42975,,345828at2759,
AT2G43000,ANAC042|AtJUB1|JUB1|NAC042,640733at2759,
AT2G43010,AtPIF4|PIF4|SRL2,600787at2759,
AT2G43020,ATPAO2|PAO2,5006293at2759,
AT2G43030,PRPL3|uL3c,530461at2759,
AT2G43040,NPG1,620909at2759,
AT2G43050,ATPMEPCRD|PME16,644694at2759,
AT2G43070,ATSPPL3|SPPL3,4947838at2759,ENSG00000185294.7;ENSG00000277106.2;ENSG00000278194.2|ENSG00000157837.16|ENSG00000185294.7
AT2G43090,IPMI,741379at2759,
AT2G43100,ATLEUD1|IPMI|IPMI2,328808at2759,
AT2G43110,,794135at2759,ENSG00000184220.12|ENSG00000184220.12
AT2G43130,ARA-4|ARA4|ATRAB11F|ATRABA5C|RABA5C,35153at2759,
AT2G43140,bHLH129,676501at2759,
AT2G43160,EPS2,666816at2759,
AT2G43180,,1635109at2759,
AT2G43190,POP4,687695at2759,
AT2G43200,,524414at2759,
AT2G43250,,413196at2759,
AT2G43290,AtCML5|MSS3,299697at2759,
AT2G43310,uL18-L6,439161at2759,
AT2G43350,ATGPX3|GPX3|GPXL3,5004621at2759,ENSG00000116157.6|ENSG00000176153.13|ENSG00000233276.9|ENSG00000211445.13|ENSG00000164294.14|ENSG00000198704.10;ENSG00000281185.1|ENSG00000224586.7;ENSG00000257770.5|ENSG00000167468.20|ENSG00000116157.6|ENSG00000233276.9|ENSG00000164294.14|ENSG00000224586.7;ENSG00000257770.5|ENSG00000198704.10|ENSG00000176153.13|ENSG00000167468.20
AT2G43360,BIO2|BIOB|EMB49,1669071at2759,
AT2G43400,ETFQO,4968982at2759,
AT2G43510,ATTI1|TI1,285973at2759,
AT2G43590,,292530at2759,
AT2G43620,,264519at2759,
AT2G43640,,5002075at2759,ENSG00000140319.11|ENSG00000140319.11
AT2G43720,,4906945at2759,ENSG00000035141.9|ENSG00000035141.9
AT2G43750,ACS1|ATCS-B|CPACS1|OASB,642100at2759,
AT2G43790,ATMAPK6|ATMPK6|MAPK6|MPK6,529197at2759,
AT2G43810,LSM6B,5012935at2759,ENSG00000164167.12|ENSG00000139343.11|ENSG00000164167.12|ENSG00000139343.11
AT2G43920,ATHOL2|HOL2,4807390at2759,
AT2G44010,,260244at2759,
AT2G44050,COS1,745604at2759,
AT2G44060,LEA26,285531at2759,
AT2G44065,uL2my,230257at2759,ENSG00000112651.12|ENSG00000112651.12
AT2G44090,,220910at2759,
AT2G44100,AT-GDI1|ATGDI1|GDI1,703219at2759,ENSG00000057608.17|ENSG00000203879.12|ENSG00000057608.17|ENSG00000203879.12
AT2G44120,uL30x,5002707at2759,ENSG00000147604.14|ENSG00000146223.16|ENSG00000146223.16|ENSG00000147604.14
AT2G44190,EDE1|EMB3116|QWRF5,341941at2759,
AT2G44195,,4946750at2759,ENSG00000273559.5;ENSG00000276761.2|ENSG00000273559.5;ENSG00000276761.2
AT2G44250,,253953at2759,
AT2G44280,,249377at2759,ENSG00000161091.14|ENSG00000183397.6|ENSG00000161091.14
AT2G44290,LTPG13,682611at2759,
AT2G44310,,655921at2759,
AT2G44350,ATCS|CSY4,2638129at2759,ENSG00000062485.19|ENSG00000062485.19
AT2G44380,,509157at2759,
AT2G44420,NTAN1,292484at2759,
AT2G44450,BGLU15,258898at2759,
AT2G44490,BGLU26|PEN2,257310at2759,
AT2G44500,,314480at2759,
AT2G44510,,400916at2759,ENSG00000107949.17|ENSG00000107949.17
AT2G44525,,4755115at2759,ENSG00000178057.15|ENSG00000178057.15
AT2G44530,AtPRS5|PRS5,1307068at2759,ENSG00000229937;ENSG00000229937.9|ENSG00000101911.13|ENSG00000147224.13|ENSG00000147224.13|ENSG00000101911.13
AT2G44578,ATL89,288517at2759,
AT2G44610,ATRAB6A|ATRABH1B|RAB6|RAB6A,534297at2759,ENSG00000175582.20|ENSG00000233087.8|ENSG00000154917.11|ENSG00000147127.8|ENSG00000222014.6|ENSG00000233087.8|ENSG00000154917.11|ENSG00000175582.20
AT2G44620,mtACP-1|mtACP1,5017101at2759,ENSG00000004779.10
AT2G44640,,764104at2759,
AT2G44650,CHL-CPN10|CPN10,309257at2759,
AT2G44680,CKB4,420262at2759,ENSG00000204435.15;ENSG00000206406.9;ENSG00000224398.7;ENSG00000224774.7;ENSG00000228875.8;ENSG00000230700.11;ENSG00000232960.12;ENSG00000258543.8;ENSG00000258589.8;ENSG00000263020.6|ENSG00000204435.15;ENSG00000206406.9;ENSG00000224398.7;ENSG00000224774.7;ENSG00000228875.8;ENSG00000230700.11;ENSG00000232960.12
AT2G44740,CYCP4;1,4927339at2759,
AT2G44750,TPK2,5003509at2759,
AT2G44770,ELMOD_B|MCR,529437at2759,
AT2G44800,,593637at2759,
AT2G44820,,543583at2759,
AT2G44830,AGC1-3|PAX,282455at2759,
AT2G44860,eL24x|RPL24C,5013259at2759,ENSG00000137876.11|ENSG00000137876.11
AT2G44870,,654118at2759,
AT2G44900,ARABIDILLO-1|ARABIDILLO1|FBX5,662876at2759,
AT2G44920,,5003085at2759,
AT2G44950,HUB1|RDO4,211433at2759,
AT2G44970,,222681at2759,
AT2G45010,,131936at2759,
AT2G45030,,4972221at2759,ENSG00000168827.15|ENSG00000135409.11|ENSG00000164347.18|ENSG00000168827.15|ENSG00000164347.18
AT2G45040,,646075at2759,
AT2G45050,GATA2,504760at2759,
AT2G45060,,546837at2759,
AT2G45070,SEC61,5010249at2759,ENSG00000106803.10
AT2G45080,cycp3;1,4927339at2759,
AT2G45120,ZAT4,4765882at2759,ENSG00000166478.10|ENSG00000065029.15|ENSG00000179965.12|ENSG00000169957.10|ENSG00000065029.15|ENSG00000166478.10|ENSG00000169957.10
AT2G45140,PVA12,5019192at2759,ENSG00000124164.16|ENSG00000101558.14|ENSG00000101558.14|ENSG00000124164.16
AT2G45160,ATHAM1|HAM1|LOM1|SCL27,338398at2759,
AT2G45170,ATATG8E|ATG8E,4922074at2759,
AT2G45180,DRN1,673029at2759,
AT2G45200,ATGOS12|GOS12,756246at2759,
AT2G45210,SAG201|SAUR36,680364at2759,
AT2G45240,MAP1A,4941223at2759,ENSG00000164024.12|ENSG00000172878.14|ENSG00000164024.12
AT2G45243,,4768241at2759,
AT2G45250,LIN52A,682021at2759,
AT2G45280,ATRAD51C|RAD51C,791789at2759,ENSG00000182185.19|ENSG00000108384.16|ENSG00000182185.19
AT2G45290,TKL2,5002325at2759,
AT2G45300,,541976at2759,
AT2G45330,emb1067|TRPT,622115at2759,
AT2G45360,,536331at2759,
AT2G45410,LBD19,626260at2759,
AT2G45420,LBD18,677927at2759,
AT2G45440,DHDPS2,608854at2759,
AT2G45490,AtAUR3|AUR3,3497239at2759,ENSG00000087586.18|ENSG00000178999.13|ENSG00000105146.14|ENSG00000178999.13|ENSG00000105146.14|ENSG00000087586.18
AT2G45530,,680184at2759,
AT2G45570,CYP76C2,683378at2759,
AT2G45640,ATSAP18|SAP18,4419782at2759,ENSG00000150459.13
AT2G45660,AGL20|ATSOC1|SOC1,80771at2759,
