human_ensembl,Arabidopsis thaliana,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Saccharomyces cerevisiae,n_species
ENSG00000124788,,WBGene00019394,FBgn0029907,ENSMUSG00000046876,,3
ENSG00000124789,,WBGene00003793,FBgn0061200,ENSMUSG00000021374,,3
ENSG00000124795,,,FBgn0026533,ENSMUSG00000021377,,2
ENSG00000124802,,,FBgn0050185,ENSMUSG00000001707,,2
ENSG00000124813,,WBGene00004393,FBgn0003300,ENSMUSG00000039153,,3
ENSG00000124818,,,,ENSMUSG00000043972,,1
ENSG00000124827,,,FBgn0014179,ENSMUSG00000021362,,2
ENSG00000124831,,WBGene00018998,FBgn0030699,ENSMUSG00000026305,,3
ENSG00000124839,,,,ENSMUSG00000026304,YOR089C,2
ENSG00000124875,,,,ENSMUSG00000029371,,1
ENSG00000124882,,,,ENSMUSG00000029377,,1
ENSG00000124920,,WBGene00004134,FBgn0034985,ENSMUSG00000036098,,3
ENSG00000124939,,,,ENSMUSG00000096872,,1
ENSG00000124942,,,,ENSMUSG00000069833,,1
ENSG00000125037,,WBGene00013378,FBgn0032292,ENSMUSG00000030286,YKL207W,4
ENSG00000125037;ENSG00000125037,AT4G12590,,,,,1
ENSG00000125046,,WBGene00013455,,ENSMUSG00000034387,,2
ENSG00000125084,,,FBgn0284084,ENSMUSG00000022997,,2
ENSG00000125089,,,,ENSMUSG00000036553,,1
ENSG00000125107,,WBGene00002845,FBgn0085436,ENSMUSG00000036550,YCR093W,4
ENSG00000125122,,,FBgn0033337,ENSMUSG00000041679,,2
ENSG00000125124,,WBGene00000242,,ENSMUSG00000031755,,2
ENSG00000125144,,,,ENSMUSG00000031765,,1
ENSG00000125148,,,,ENSMUSG00000031762,,1
ENSG00000125149,,WBGene00011344,FBgn0035877,ENSMUSG00000031889,,3
ENSG00000125166,,WBGene00015778,FBgn0001125,ENSMUSG00000031672,YKL106W,4
ENSG00000125170,,,FBgn0029944,ENSMUSG00000040631,,2
ENSG00000125207,,WBGene00004178,FBgn0000146,ENSMUSG00000029423,,3
ENSG00000125245,,WBGene00016570,,ENSMUSG00000050350,,2
ENSG00000125246,,WBGene00007234,,ENSMUSG00000025545,,2
ENSG00000125247,,WBGene00018175,FBgn0038324,ENSMUSG00000041594,,3
ENSG00000125249,,WBGene00004308,FBgn0283666,ENSMUSG00000051615,,3
ENSG00000125255,,WBGene00044650,FBgn0030756,ENSMUSG00000023073,,3
ENSG00000125257,,WBGene00003412,FBgn0010549,ENSMUSG00000032849,YKR103W,4
ENSG00000125266,,WBGene00001163,FBgn0040324,ENSMUSG00000001300,,3
ENSG00000125285,,WBGene00004949,FBgn0036411,ENSMUSG00000061517,,3
ENSG00000125304,,WBGene00006472,FBgn0032880,ENSMUSG00000025544,YDR107C,4
ENSG00000125319,,,,ENSMUSG00000034773,,1
ENSG00000125347,,,,ENSMUSG00000018899,,1
ENSG00000125351,,WBGene00004882,FBgn0034923,ENSMUSG00000036572,,3
ENSG00000125352,,WBGene00010476,FBgn0038772,ENSMUSG00000036537,YLR323C,4
ENSG00000125354,,WBGene00006795,FBgn0014029,ENSMUSG00000050379,YCR002C,4
ENSG00000125355,,,,ENSMUSG00000036502,,1
ENSG00000125356,,WBGene00009294,FBgn0085468,ENSMUSG00000016427,,3
ENSG00000125375,,WBGene00050937,FBgn0034081,ENSMUSG00000054894,,3
ENSG00000125378,,WBGene00000936,FBgn0000490,ENSMUSG00000021835,,3
ENSG00000125384,,,FBgn0036742,ENSMUSG00000037759,,2
ENSG00000125386,,,FBgn0038108,ENSMUSG00000037210,,2
ENSG00000125388,,WBGene00001708,FBgn0261988,ENSMUSG00000052783,,3
ENSG00000125398,,,,ENSMUSG00000000567,,1
ENSG00000125409,,WBGene00019828,FBgn0040028,ENSMUSG00000042189,,3
ENSG00000125414,,WBGene00002348,FBgn0264695,ENSMUSG00000033196,YHR023W,4
ENSG00000125430,,WBGene00044303,FBgn0031005,ENSMUSG00000070407,,3
ENSG00000125434,,,FBgn0033905,ENSMUSG00000018740,YKL120W,3
ENSG00000125445,,WBGene00013324,FBgn0032236,ENSMUSG00000046756,YJR113C,4
ENSG00000125447,,WBGene00000166,FBgn0030141,ENSMUSG00000020740,YHR108W,4
ENSG00000125449,AT5G37290,,FBgn0038425,ENSMUSG00000057219,,3
ENSG00000125450,,WBGene00003788,FBgn0034310,ENSMUSG00000020739,YJR042W,4
ENSG00000125454,AT3G08580,WBGene00016588,FBgn0037852,ENSMUSG00000020744,YGR096W,5
ENSG00000125457,,WBGene00018405,FBgn0032156,ENSMUSG00000020743,,3
ENSG00000125458,,,,ENSMUSG00000020736,,1
ENSG00000125459,AT4G37190,,FBgn0020272,ENSMUSG00000068922,YMR211W,4
ENSG00000125482,,,,ENSMUSG00000026803,YBR049C,2
ENSG00000125484,,,,ENSMUSG00000035666,,1
ENSG00000125485,,,FBgn0027602,ENSMUSG00000026806,YKR024C,3
ENSG00000125492,,WBGene00000451,FBgn0004854,ENSMUSG00000026805,,3
ENSG00000125503,,,FBgn0005536,ENSMUSG00000019254,,2
ENSG00000125505,,WBGene00008806,FBgn0031815,ENSMUSG00000035596,YOR175C,4
ENSG00000125508,,WBGene00021635,,ENSMUSG00000027579,,2
ENSG00000125510,,WBGene00006864,FBgn0036260,ENSMUSG00000027584,,3
ENSG00000125520,,,FBgn0267336,,,1
ENSG00000125522,,WBGene00006864,FBgn0036260,,,2
ENSG00000125531,,,,ENSMUSG00000047841,,1
ENSG00000125533,,WBGene00009540,FBgn0032651,ENSMUSG00000045493,,3
ENSG00000125534,,,,ENSMUSG00000016344,,1
ENSG00000125538,,,,ENSMUSG00000027398,,1
ENSG00000125611,,,,ENSMUSG00000037938,YDR031W,2
ENSG00000125618,,WBGene00001204,FBgn0005561,ENSMUSG00000026976,,3
ENSG00000125629,,,,ENSMUSG00000003721,YHR133C,2
ENSG00000125630,,WBGene00008781,FBgn0003278,ENSMUSG00000027395,YPR010C,4
ENSG00000125633,,WBGene00015815,FBgn0025519,ENSMUSG00000026339,,3
ENSG00000125637,,,FBgn0051158,ENSMUSG00000026979,,2
ENSG00000125648,,WBGene00008924,FBgn0052103,ENSMUSG00000046329,,3
ENSG00000125650,,,,ENSMUSG00000002664,,1
ENSG00000125651,,WBGene00015296,FBgn0010282,ENSMUSG00000002658,YGR186W,4
ENSG00000125652,,WBGene00012920,FBgn0036210,ENSMUSG00000002661,,3
ENSG00000125656,AT1G02560,WBGene00014172,FBgn0032229,ENSMUSG00000002660,,4
ENSG00000125657,,,,ENSMUSG00000035678,,1
ENSG00000125675,,WBGene00001612,FBgn0004619,ENSMUSG00000001986,,3
ENSG00000125676,,WBGene00015813,FBgn0031390,ENSMUSG00000037475,YNL139C,4
ENSG00000125686,,,FBgn0037109,ENSMUSG00000018160,,2
ENSG00000125691,,WBGene00004435,FBgn0010078,ENSMUSG00000071415,YER117W,4
ENSG00000125703,,WBGene00014080,FBgn0038325,ENSMUSG00000028550,YNL223W,4
ENSG00000125726,,,,ENSMUSG00000019489,,1
ENSG00000125730,,WBGene00013969,FBgn0041183,ENSMUSG00000024164,,3
ENSG00000125731,,,FBgn0031762,,,1
ENSG00000125733,,WBGene00017298,FBgn0035533,ENSMUSG00000019487,YHR114W,4
ENSG00000125734,,WBGene00015801,FBgn0030109,ENSMUSG00000005823,,3
ENSG00000125735,,,,ENSMUSG00000005824,,1
ENSG00000125740,,,,ENSMUSG00000003545,,1
ENSG00000125741,,WBGene00019274,FBgn0039126,ENSMUSG00000052214,,3
ENSG00000125743,,WBGene00004917,FBgn0261789,ENSMUSG00000040824,YLR275W,4
ENSG00000125744,,,FBgn0053113,ENSMUSG00000030401,,2
ENSG00000125746,,WBGene00001248,FBgn0259099,ENSMUSG00000040811,,3
ENSG00000125753,,WBGene00006770,FBgn0000578,ENSMUSG00000030403,,3
ENSG00000125755,AT1G27595,WBGene00017797,FBgn0037371,ENSMUSG00000023118,YAL043C,5
ENSG00000125772,AT5G41080,WBGene00011511,FBgn0031566,ENSMUSG00000027346,YPL110C,5
ENSG00000125775,,,FBgn0051342,ENSMUSG00000027456,,2
ENSG00000125779,,,FBgn0011205,ENSMUSG00000037514,,2
ENSG00000125780,,,FBgn0031975,ENSMUSG00000027401,,2
ENSG00000125798,,,FBgn0000659,ENSMUSG00000037025,,2
ENSG00000125810,,,,ENSMUSG00000027435,,1
ENSG00000125812,,,FBgn0028878,ENSMUSG00000027439,,2
ENSG00000125813,,WBGene00003937,FBgn0003129,ENSMUSG00000037034,,3
ENSG00000125814,AT3G56190,WBGene00017016,FBgn0250791,ENSMUSG00000027438,YBL050W,5
ENSG00000125816,,WBGene00000447,FBgn0287186,ENSMUSG00000054160,,3
ENSG00000125817,,,FBgn0017414,ENSMUSG00000068267,YDR081C,3
ENSG00000125818,,,FBgn0033669,ENSMUSG00000032869,,2
ENSG00000125820,,,FBgn0261930,ENSMUSG00000027434,,2
ENSG00000125821,AT4G18460,WBGene00004151,FBgn0037898,ENSMUSG00000027430,YDL219W,5
ENSG00000125826,,,,ENSMUSG00000027466,,1
ENSG00000125827,,WBGene00001073,FBgn0034914,ENSMUSG00000034723,,3
ENSG00000125834,,,,ENSMUSG00000037885,,1
ENSG00000125835,,WBGene00004915,FBgn0262601,ENSMUSG00000027404,YER029C,4
ENSG00000125841,,,,ENSMUSG00000059361,,1
ENSG00000125843,,,,ENSMUSG00000068264,,1
ENSG00000125844,,,FBgn0038535,ENSMUSG00000027422,,2
ENSG00000125845,,WBGene00000936,FBgn0000490,ENSMUSG00000027358,,3
ENSG00000125846,,,FBgn0024975,,,1
ENSG00000125848,,,,ENSMUSG00000051379,,1
ENSG00000125850,,WBGene00003033,,ENSMUSG00000037279,,2
ENSG00000125851,,WBGene00001172,FBgn0023179,ENSMUSG00000027419,,3
ENSG00000125861,,WBGene00022100,FBgn0262869,ENSMUSG00000027316,,3
ENSG00000125863,,,,ENSMUSG00000027274,,1
ENSG00000125864,,,,ENSMUSG00000027420,,1
ENSG00000125868,,WBGene00302980,FBgn0011726,ENSMUSG00000015932,YLL050C,4
ENSG00000125869,,,FBgn0052225,ENSMUSG00000027270,,2
ENSG00000125870,AT1G06960,WBGene00004385,FBgn0003449,ENSMUSG00000008333,YIR009W,5
ENSG00000125871,,WBGene00077500,,ENSMUSG00000027424,,2
ENSG00000125872,,,,ENSMUSG00000043110,,1
ENSG00000125875,,WBGene00013196,FBgn0040005,ENSMUSG00000027465,YFL027C,4
ENSG00000125877,AT4G13720,WBGene00001823,FBgn0031663,ENSMUSG00000074797,YJR069C,5
ENSG00000125878,,WBGene00001962,FBgn0053557,ENSMUSG00000068079,,3
ENSG00000125879,,,,ENSMUSG00000027416,,1
ENSG00000125885,,,FBgn0003227,ENSMUSG00000027353,,2
ENSG00000125895,,,,ENSMUSG00000044364,,1
ENSG00000125898,,,FBgn0035477,ENSMUSG00000027459,,2
ENSG00000125901,,WBGene00016412,FBgn0036774,ENSMUSG00000037740,,3
ENSG00000125910,,,,ENSMUSG00000044199,,1
ENSG00000125912,,WBGene00011488,FBgn0032217,ENSMUSG00000020238,,3
ENSG00000125931,,,,ENSMUSG00000051159,,1
ENSG00000125944,,WBGene00002000,FBgn0038826,ENSMUSG00000066037,,3
ENSG00000125945,,,FBgn0032979,ENSMUSG00000051351,,2
ENSG00000125952,,WBGene00003511,FBgn0017578,ENSMUSG00000059436,,3
ENSG00000125954,,WBGene00006465,FBgn0038424,ENSMUSG00000033373,YDL090C,4
ENSG00000125962,,,,ENSMUSG00000072969,,1
ENSG00000125965,,,,ENSMUSG00000038259,,1
ENSG00000125966,,WBGene00194737,FBgn0035049,ENSMUSG00000027612,,3
ENSG00000125967,,,,ENSMUSG00000027489,,1
ENSG00000125968,,,FBgn0000575,ENSMUSG00000042745,,2
ENSG00000125970,,,FBgn0259935,ENSMUSG00000027593,,2
ENSG00000125971,,WBGene00012004,FBgn0028570,ENSMUSG00000047459,,3
ENSG00000125977,AT3G07920,WBGene00010560,FBgn0004926,ENSMUSG00000074656,YPL237W,5
ENSG00000125991,,WBGene00010725,FBgn0036489,ENSMUSG00000005881,YAL042W,4
ENSG00000125995,,WBGene00008860,FBgn0036488,ENSMUSG00000067847,YPL098C,4
ENSG00000125998,,,,ENSMUSG00000074647,,1
ENSG00000125999,,,,ENSMUSG00000027485,,1
ENSG00000126001,,WBGene00022500,FBgn0039152,ENSMUSG00000038241,,3
ENSG00000126003,,,,ENSMUSG00000051413,,1
ENSG00000126005,,,,ENSMUSG00000074649,,1
ENSG00000126010,,,FBgn0033058,ENSMUSG00000031364,,2
ENSG00000126012,,WBGene00004319,FBgn0031759,ENSMUSG00000025332,YJR119C,4
ENSG00000126016,,,,ENSMUSG00000041688,,1
ENSG00000126062,AT3G07950,WBGene00008687,FBgn0031818,ENSMUSG00000010045,YOL107W,5
ENSG00000126067,AT3G22630,WBGene00003950,FBgn0031443,ENSMUSG00000028837,YER012W,5
ENSG00000126070,,WBGene00000106,FBgn0262739,ENSMUSG00000028842,,3
ENSG00000126088,,,FBgn0033428,ENSMUSG00000028684,YDR047W,3
ENSG00000126091,,,,ENSMUSG00000028538,,1
ENSG00000126106,,WBGene00015623,FBgn0033031,ENSMUSG00000048772,,3
ENSG00000126107,,,,ENSMUSG00000046861,,1
ENSG00000126214,,WBGene00002215,FBgn0010235,ENSMUSG00000021288,,3
ENSG00000126215,AT5G57450,,FBgn0003480,ENSMUSG00000021287,YDR004W,4
ENSG00000126216,,,FBgn0001612,ENSMUSG00000000759,YNL126W,3
ENSG00000126216.15;ENSG00000282003,AT5G06680,,,,,1
ENSG00000126217,,WBGene00006496,,ENSMUSG00000031442,,2
ENSG00000126218,,,,ENSMUSG00000031444,,1
ENSG00000126226,,WBGene00016171,FBgn0036184,ENSMUSG00000038542,YJR084W,4
ENSG00000126231,,,,ENSMUSG00000031445,,1
ENSG00000126243,,,,ENSMUSG00000036957,,1
ENSG00000126246,,,,ENSMUSG00000036826,,1
ENSG00000126247,,,,ENSMUSG00000001794,,1
ENSG00000126249,,,FBgn0038055,ENSMUSG00000002635,,2
ENSG00000126254,,WBGene00021901,FBgn0037342,ENSMUSG00000036733,,3
ENSG00000126259,,WBGene00006365,FBgn0003285,ENSMUSG00000036915,,3
ENSG00000126261,AT2G21470,WBGene00006700,FBgn0029113,ENSMUSG00000052997,YDR390C,5
ENSG00000126262,,,,ENSMUSG00000051314,,1
ENSG00000126264,,,,ENSMUSG00000064109,,1
ENSG00000126266,,,,ENSMUSG00000044453,,1
ENSG00000126267,AT5G57815,WBGene00022170,FBgn0031066,ENSMUSG00000036751,YLR038C,5
ENSG00000126351,,WBGene00003601,,ENSMUSG00000058756,,2
ENSG00000126353,,,,ENSMUSG00000037944,,1
ENSG00000126368,,WBGene00003601,FBgn0000568,ENSMUSG00000020889,,3
ENSG00000126391,,WBGene00001496,FBgn0039282,ENSMUSG00000024816,,3
ENSG00000126432,,,FBgn0038570,ENSMUSG00000024953,YLR109W,3
ENSG00000126453,,,,ENSMUSG00000003190,,1
ENSG00000126456,,,,ENSMUSG00000003184,,1
ENSG00000126457,,WBGene00013766,FBgn0037834,ENSMUSG00000109324,YBR034C,4
ENSG00000126458,,WBGene00004310,FBgn0003206,ENSMUSG00000038387,YNL098C,4
ENSG00000126460,,,,ENSMUSG00000007837,,1
ENSG00000126461,,,FBgn0037344,ENSMUSG00000038406,,2
ENSG00000126464,,,,ENSMUSG00000046574,,1
ENSG00000126467,,,,ENSMUSG00000059891,,1
ENSG00000126500,,,,ENSMUSG00000047787,,1
ENSG00000126522,,,FBgn0032076,ENSMUSG00000025533,YHR018C,3
ENSG00000126524,,WBGene00021063,FBgn0035714,ENSMUSG00000025337,YLR022C,4
ENSG00000126561,,WBGene00013111,FBgn0016917,ENSMUSG00000004043,,3
ENSG00000126562,,WBGene00006941,,ENSMUSG00000035112,,2
ENSG00000126581,AT3G61710,WBGene00000247,FBgn0264325,ENSMUSG00000035086,YPL120W,5
ENSG00000126583,,WBGene00004033,FBgn0003091,ENSMUSG00000078816,,3
ENSG00000126602,,WBGene00020110,FBgn0026761,ENSMUSG00000005981,,3
ENSG00000126603,,,FBgn0033782,ENSMUSG00000014303,,2
ENSG00000126653,AT2G27285,WBGene00007627,FBgn0030474,ENSMUSG00000037958,,4
ENSG00000126698,,WBGene00001048,FBgn0039116,ENSMUSG00000054405,,3
ENSG00000126698.11;ENSG00000285317,AT1G79940,,,,,1
ENSG00000126705,,,,ENSMUSG00000037692,,1
ENSG00000126733,,WBGene00000895,FBgn0005677,ENSMUSG00000025592,,3
ENSG00000126746,,,,ENSMUSG00000038346,,1
ENSG00000126749,AT4G39170,WBGene00012652,FBgn0029714,ENSMUSG00000004268,YLR186W,5
ENSG00000126756,,,FBgn0259982,ENSMUSG00000001134,,2
ENSG00000126759,,WBGene00016468,,ENSMUSG00000001128,,2
ENSG00000126767,,WBGene00002990,,ENSMUSG00000009406,,2
ENSG00000126768,,WBGene00017119,FBgn0263977,ENSMUSG00000031158,YJL143W,4
ENSG00000126773,,,,ENSMUSG00000034501,,1
ENSG00000126775,,,FBgn0039636,ENSMUSG00000037526,,2
ENSG00000126777,,,,ENSMUSG00000021843,,1
ENSG00000126778,,WBGene00000454,FBgn0003460,ENSMUSG00000051367,,3
ENSG00000126785,,,,ENSMUSG00000046768,,1
ENSG00000126787,,,FBgn0033845,ENSMUSG00000037544,,2
ENSG00000126790,,,,ENSMUSG00000019718,,1
ENSG00000126803,,WBGene00002005,FBgn0001216,ENSMUSG00000059970,YAL005C,4
ENSG00000126804,,,,ENSMUSG00000033454,,1
ENSG00000126814,,WBGene00194707,FBgn0052281,ENSMUSG00000034442,YHR070W,4
ENSG00000126821,,,,ENSMUSG00000021054,YJL134W,2
ENSG00000126822,,WBGene00009337,FBgn0050115,ENSMUSG00000052609,,3
ENSG00000126838,,WBGene00013969,FBgn0041183,ENSMUSG00000059908,,3
ENSG00000126856,,WBGene00011887,,ENSMUSG00000051977,,2
ENSG00000126858,,WBGene00019544,FBgn0039140,ENSMUSG00000017686,YAL048C,4
ENSG00000126860,,,,ENSMUSG00000078771,,1
ENSG00000126861,,,,ENSMUSG00000049612,,1
ENSG00000126870,,WBGene00016165,FBgn0034095,ENSMUSG00000042050,,3
ENSG00000126878,,,,ENSMUSG00000001864,,1
ENSG00000126882,,,,ENSMUSG00000050592,,1
ENSG00000126883,,WBGene00003800,FBgn0010660,ENSMUSG00000001855,,3
ENSG00000126895,,WBGene00008808,,ENSMUSG00000031390,,2
ENSG00000126903,,WBGene00044650,FBgn0030638,ENSMUSG00000032806,,3
ENSG00000126934,,WBGene00003186,FBgn0010269,ENSMUSG00000035027,YDL159W,4
ENSG00000126945,,WBGene00022253,FBgn0259139,ENSMUSG00000045427,,3
ENSG00000126947,,WBGene00013456,,ENSMUSG00000033460,,2
ENSG00000126950,,,FBgn0025712,ENSMUSG00000033578,,2
ENSG00000126953,,WBGene00000941,,ENSMUSG00000048007,YJR135W-A,3
ENSG00000126970,,WBGene00014152,FBgn0030806,ENSMUSG00000035062,,3
ENSG00000127022,,WBGene00000567,FBgn0030377,ENSMUSG00000020368,YAL058W,4
ENSG00000127054,,WBGene00008642,FBgn0039691,ENSMUSG00000029034,,3
ENSG00000127074,,,,ENSMUSG00000051079,,1
ENSG00000127080,,WBGene00012466,FBgn0050295,ENSMUSG00000021385,,3
ENSG00000127081,,WBGene00021931,FBgn0020309,ENSMUSG00000078502,,3
ENSG00000127083,,,,ENSMUSG00000048368,,1
ENSG00000127084,,WBGene00001366,,ENSMUSG00000037946,,2
ENSG00000127124,,,FBgn0003396,ENSMUSG00000028634,,2
ENSG00000127125,AT1G12350,WBGene00022171,FBgn0261285,ENSMUSG00000028636,YIL083C,5
ENSG00000127129,,,,ENSMUSG00000028635,,1
ENSG00000127152,,WBGene00017430,FBgn0029939,ENSMUSG00000048251,,3
ENSG00000127184,,WBGene00009161,FBgn0040773,ENSMUSG00000017778,,3
ENSG00000127191,,WBGene00006612,,ENSMUSG00000026942,,2
ENSG00000127220,,,,ENSMUSG00000007950,,1
ENSG00000127241,,,,ENSMUSG00000022887,,1
ENSG00000127249,,WBGene00012341,FBgn0052000,ENSMUSG00000038094,YOR291W,4
ENSG00000127252,,,,ENSMUSG00000022525,,1
ENSG00000127311,,,,ENSMUSG00000020228,,1
ENSG00000127314,,WBGene00004307,FBgn0004636,ENSMUSG00000052681,YGR152C,4
ENSG00000127324,,WBGene00006635,,ENSMUSG00000034127,,2
ENSG00000127325,,WBGene00022797,FBgn0036492,ENSMUSG00000020169,,3
ENSG00000127328,,WBGene00010045,,ENSMUSG00000064181,YNL272C,3
ENSG00000127329,,WBGene00009717,FBgn0004370,ENSMUSG00000020154,,3
ENSG00000127334,,WBGene00003150,FBgn0027101,ENSMUSG00000028630,,3
ENSG00000127337,AT5G45600,WBGene00001585,FBgn0031873,ENSMUSG00000020171,YNL107W,5
ENSG00000127362,,,,ENSMUSG00000052850,,1
ENSG00000127364,,,,ENSMUSG00000037140,,1
ENSG00000127377,,,,ENSMUSG00000038135,,1
ENSG00000127399,,,,ENSMUSG00000073096,,1
ENSG00000127415,,,FBgn0032343,ENSMUSG00000033540,,2
ENSG00000127418,,WBGene00022418,,ENSMUSG00000008090,,2
ENSG00000127419,,,,ENSMUSG00000013495,,1
ENSG00000127423,,,,ENSMUSG00000078521,,1
ENSG00000127445,,WBGene00022448,FBgn0015379,ENSMUSG00000032171,YJR017C,4
ENSG00000127452,,,,ENSMUSG00000066892,,1
ENSG00000127463,AT5G11560,WBGene00019209,FBgn0037530,ENSMUSG00000078517,YCL045C,5
ENSG00000127472,,WBGene00015406,,ENSMUSG00000041193,,2
ENSG00000127481,,WBGene00016650,FBgn0011230,ENSMUSG00000066036,,3
ENSG00000127483,,,,ENSMUSG00000028759,,1
ENSG00000127507,,WBGene00002252,,ENSMUSG00000002885,,2
ENSG00000127511,,WBGene00004117,FBgn0022764,ENSMUSG00000031622,YOL004W,4
ENSG00000127526,AT3G01550,,FBgn0031183,ENSMUSG00000019731,YOR307C,4
ENSG00000127527,,WBGene00001224,FBgn0035060,ENSMUSG00000006276,YBL047C,4
ENSG00000127528,,,,ENSMUSG00000055148,,1
ENSG00000127530,,,,ENSMUSG00000051190,,1
ENSG00000127533,,,,ENSMUSG00000050147,,1
ENSG00000127540,,,FBgn0262842,ENSMUSG00000020163,,2
ENSG00000127554,,WBGene00018955,FBgn0031068,ENSMUSG00000040888,YGR029W,4
ENSG00000127561,,WBGene00004912,FBgn0033876,ENSMUSG00000007021,,3
ENSG00000127564,,WBGene00006938,FBgn0040298,ENSMUSG00000023908,YJL187C,4
ENSG00000127578,,WBGene00021939,,ENSMUSG00000071192,,2
ENSG00000127580,,WBGene00021316,FBgn0027518,ENSMUSG00000025737,YOL138C,4
ENSG00000127585,,,FBgn0052085,ENSMUSG00000025738,,2
ENSG00000127586,,WBGene00010676,FBgn0015376,ENSMUSG00000019214,YMR078C,4
ENSG00000127588,,WBGene00001682,FBgn0267252,ENSMUSG00000025739,,3
ENSG00000127603,,WBGene00006876,FBgn0013733,ENSMUSG00000028649,,3
ENSG00000127616,,WBGene00004204,FBgn0000212,ENSMUSG00000032187,YOR290C,4
ENSG00000127663,,WBGene00012982,FBgn0033233,ENSMUSG00000024201,YDR096W,4
ENSG00000127666,,,,ENSMUSG00000047123,,1
ENSG00000127720,,WBGene00009123,FBgn0053964,ENSMUSG00000036009,,3
ENSG00000127743,,WBGene00009108,,ENSMUSG00000024578,,2
ENSG00000127774,,WBGene00017999,FBgn0039259,ENSMUSG00000047260,,3
ENSG00000127804,,WBGene00014228,FBgn0033994,ENSMUSG00000010554,,3
ENSG00000127824,,WBGene00003175,FBgn0003886,ENSMUSG00000026202,YML085C,4
ENSG00000127831,,WBGene00010593,FBgn0010225,ENSMUSG00000026175,,3
ENSG00000127837,,WBGene00013735,FBgn0036460,ENSMUSG00000006299,YIR012W,4
ENSG00000127838,,WBGene00012459,FBgn0037024,ENSMUSG00000026179,YOR040W,4
ENSG00000127863,,,,ENSMUSG00000060548,,1
ENSG00000127870,,,FBgn0037705,ENSMUSG00000029634,,2
ENSG00000127884,,WBGene00001155,FBgn0033879,ENSMUSG00000025465,,3
ENSG00000127903,,WBGene00018740,FBgn0037584,,,2
ENSG00000127914,,,,ENSMUSG00000040407,,1
ENSG00000127920,,WBGene00001681,FBgn0004921,ENSMUSG00000032766,,3
ENSG00000127922,,WBGene00022492,FBgn0266666,ENSMUSG00000042541,,3
ENSG00000127928,,WBGene00001681,FBgn0004921,ENSMUSG00000029663,,3
ENSG00000127946,,WBGene00022717,FBgn0036309,ENSMUSG00000039959,YNL243W,4
ENSG00000127947,,WBGene00021507,,ENSMUSG00000028771,,2
ENSG00000127948,AT4G30210,WBGene00001262,FBgn0015623,ENSMUSG00000005514,YHR042W,5
ENSG00000127951,,,FBgn0087011,ENSMUSG00000039899,,2
ENSG00000127952,,,,ENSMUSG00000019178,,1
ENSG00000127954,,,,ENSMUSG00000012428,,1
ENSG00000127955,,WBGene00001678,FBgn0001104,ENSMUSG00000057614,YHR005C,4
ENSG00000127980,,WBGene00004191,FBgn0013563,ENSMUSG00000005907,YKL197C,4
ENSG00000127989,,,FBgn0028530,ENSMUSG00000040429,,2
ENSG00000127990,,WBGene00019227,FBgn0032013,ENSMUSG00000004631,,3
ENSG00000127993,,,FBgn0085260,ENSMUSG00000040302,,2
ENSG00000127995,AT2G34410,,FBgn0029685,ENSMUSG00000015189,,3
ENSG00000128000,,WBGene00021931,FBgn0037120,ENSMUSG00000063047,,3
ENSG00000128011,,,,ENSMUSG00000030600,,1
ENSG00000128016,,WBGene00009532,FBgn0011837,ENSMUSG00000044786,YDR151C,4
ENSG00000128039,,WBGene00007102,FBgn0032014,ENSMUSG00000029233,YIL049W,4
ENSG00000128040,,,,ENSMUSG00000053030,,1
ENSG00000128045,,,FBgn0035711,ENSMUSG00000049907,,2
ENSG00000128050,AT3G21110,WBGene00015116,FBgn0020513,ENSMUSG00000029247,YAR015W,5
ENSG00000128052,,,FBgn0032006,ENSMUSG00000062960,,2
ENSG00000128059,AT4G38880,WBGene00011407,FBgn0004901,ENSMUSG00000029246,YMR300C,5
ENSG00000128159,,,FBgn0026432,ENSMUSG00000051786,,2
ENSG00000128165,,,,ENSMUSG00000054136,,1
ENSG00000128185,,,FBgn0001099,ENSMUSG00000003531,,2
ENSG00000128191,,WBGene00011908,FBgn0039861,ENSMUSG00000022718,,3
ENSG00000128203,,,FBgn0034075,ENSMUSG00000029348,,2
ENSG00000128218,,,,ENSMUSG00000000903,,1
ENSG00000128228,,WBGene00020038,FBgn0037312,ENSMUSG00000022769,,3
ENSG00000128242,,,,ENSMUSG00000049721,,1
ENSG00000128245,,WBGene00001502,FBgn0004907,ENSMUSG00000018965,,3
ENSG00000128250,,,,ENSMUSG00000035191,,1
ENSG00000128253,,,,ENSMUSG00000035191,,1
ENSG00000128266,,WBGene00001678,FBgn0001104,ENSMUSG00000040009,YHR005C,4
ENSG00000128268,,,FBgn0051849,ENSMUSG00000042428,,2
ENSG00000128271,,WBGene00011878,FBgn0039747,ENSMUSG00000020178,,3
ENSG00000128272,,WBGene00000221,FBgn0000370,ENSMUSG00000042406,,3
ENSG00000128274,,,FBgn0039378,ENSMUSG00000047878,,2
ENSG00000128276,,,,ENSMUSG00000035191,,1
ENSG00000128283,,,,ENSMUSG00000049521,,1
ENSG00000128284,,WBGene00017219,,ENSMUSG00000010601,,2
ENSG00000128285,,WBGene00020086,FBgn0036790,ENSMUSG00000050164,,3
ENSG00000128294,,WBGene00013737,FBgn0086674,ENSMUSG00000029344,,3
ENSG00000128298,,,FBgn0052082,ENSMUSG00000018126,,2
